line,page,date,site,trap,day,trap_id,species,subspecies,sex,A,B,carapace,car_max,plastron,depth,mass,leeches,recap,mark_1,mark_final,picture,blood,smear,comments
856,28,8/9/18,N,1,,103,CSER,NA,F,103,66,279,286,220,115,4880,1,N,830,830,Y,N,N,
857,28,8/9/18,N,1,,103,CPIC,marginata,M,NA,NA,122,123,112,39,200,0,N,507,507,Y,N,N,right front and back left feet gone (nubbed); plastron blotch not centered
858,28,8/9/18,N,1,,103,CPIC,marginata,M,NA,NA,105,105,94,35,140,0,N,511,511,Y,N,N,
859,28,8/9/18,N,2,,104,CPIC,marginata,M,NA,NA,106,107,98,37,160,0,N,607,607,Y,N,N,
860,28,8/9/18,N,2,,104,CPIC,marginata,M,NA,NA,128,130,115,42,255,0,N,612,612,Y,N,N,
861,28,8/9/18,N,2,,104,CPIC,marginata,M,NA,NA,131,132,125,42,275,0,N,614,614,Y,N,N,
862,28,8/9/18,N,2,,104,CPIC,marginata,F,NA,NA,143,144,133,53,370,1,N,604,604,Y,N,N,missing 2 claws on back right foot
863,28,8/9/18,N,3,,105,CPIC,marginata,M,NA,NA,128,132,119,44,265,1,N,644,644,Y,N,N,damage to nuchal and 1000
864,28,8/9/18,N,3,,105,CPIC,marginata,M,NA,NA,128,131,114,42,255,1,N,642,642,Y,N,N,damage to nuchal; left front foot gone; small gap at top of plastron
865,28,8/9/18,N,4,,106,CPIC,marginata,M,NA,NA,119,119,109,39,205,0,N,620,620,Y,N,N,
866,29,8/9/18,N,4,,106,PRUB,NA,F,NA,NA,202,204,188,71,1120,1,N,141,141,Y,N,N,
867,29,8/9/18,N,6,,108,CPIC,marginata,M,NA,NA,130,134,122,42,260,6,R,163,163,Y,N,N,dark plastron; no obvious plastron blotch
868,29,8/9/18,N,7,,109,CPIC,marginata,M,NA,NA,110,111,103,38,180,1,N,640,640,Y,N,N,
869,29,8/9/18,N,7,,109,CPIC,marginata,F,NA,NA,126,126,120,44,255,1,N,622,622,Y,N,N,
870,29,8/9/18,N,7,,109,CPIC,marginata,F,NA,NA,149,149,143,50,425,1,N,630,630,Y,N,N,
871,29,8/9/18,N,7,,109,CPIC,marginata,M,NA,NA,130,131,119,43,255,1,N,624,624,Y,N,N,
872,29,8/9/18,N,7,,109,CPIC,marginata,F,NA,NA,145,146,140,56,395,1,N,610,610,Y,N,N,dark plastron
873,29,8/9/18,N,8,,110,CPIC,marginata,F,NA,NA,158,158,145,54,485,0,N,670,670,Y,N,N,tail damage
874,29,8/9/18,N,8,,110,CPIC,marginata,M,NA,NA,117,118,107,39,180,1,N,721,721,Y,N,N,
875,29,8/9/18,N,8,,110,PRUB,NA,M,NA,NA,217,220,194,72,1120,0,N,250,250,Y,N,N,
876,29,8/9/18,N,8,,110,PRUB,NA,M,NA,NA,255,261,233,88,2080,0,N,211,211,Y,N,N,
877,29,8/9/18,N,8,,110,PRUB,NA,F,NA,NA,304,309,290,122,3770,NA,N,402,402,Y,N,N,
878,29,8/9/18,N,10,,112,CPIC,marginata,M,NA,NA,136,139,125,43,295,0,R,960,960,Y,N,N,
879,29,8/10/18,N,1,,103,CPIC,marginata,M,NA,NA,106,106,96,35,145,0,N,512,512,Y,N,N,missing back right foot
880,29,8/10/18,N,1,,103,CPIC,marginata,M,NA,NA,129,130,114,44,250,0,N,514,514,Y,N,N,plastron blotch faint; dark plastron
881,29,8/10/18,N,1,,103,CPIC,marginata,M,NA,NA,132,133,116,44,275,2,N,521,521,Y,N,N,
882,29,8/10/18,N,3,,105,SODO,NA,M,NA,NA,100,100,66,39,155,0,R,19,19,Y,N,N,
883,29,8/10/18,N,4,,106,CPIC,marginata,M,NA,NA,128,130,113,42,255,1,R,642,642,Y,N,N,nuchal damage; gap at top of plastron; no left front foot
884,29,8/10/18,N,5,,107,CPIC,marginata,F,NA,NA,145,146,140,56,400,1,R,610,610,Y,N,N,
885,29,8/10/18,N,7,,109,CPIC,marginata,M,NA,NA,130,134,122,41,260,6,R,163,163,Y,N,N,
886,29,8/10/18,N,7,,109,CPIC,picta,M,NA,NA,128,129,116,40,245,0,N,522,522,Y,N,N,alternate seams
887,29,8/10/18,N,9,,111,CPIC,marginata,M,NA,NA,116,118,107,37,190,1,N,524,524,Y,N,N,damage to most rear right marginal scute
888,29,8/10/18,N,9,,111,PRUB,NA,M,NA,NA,281,282,251,102,2690,0,N,107,107,Y,N,N,back right foot missing few claws
889,29,8/10/18,N,10,,112,CPIC,picta,M,NA,NA,143,144,124,44,295,1,R,492,492,Y,N,N,alternate seams
890,29,8/10/18,N,10,,112,CPIC,marginata,M,NA,NA,109,110,99,36,155,0,N,541,541,Y,N,N,
891,29,8/11/18,N,1,,103,CSER,NA,F,101,60,278,287,220,115,4890,0,R,830,830,Y,N,N,
892,29,8/11/18,N,1,,103,CPIC,marginata,M,NA,NA,114,115,106,38,185,0,R,161,161,Y,N,N,
893,29,8/11/18,N,1,,103,CPIC,marginata,M,NA,NA,114,116,105,39,190,0,N,530,530,Y,N,N,
894,29,8/11/18,N,1,,103,CPIC,marginata,M,NA,NA,127,128,115,41,235,0,N,542,542,Y,N,N,
895,29,8/11/18,N,1,,103,CPIC,marginata,M,NA,NA,123,124,111,41,215,0,N,544,544,Y,N,N,
896,29,8/11/18,N,1,,103,CPIC,marginata,M,NA,NA,123,125,112,42,230,0,N,571,571,Y,N,N,plastron blotch very faint; damage at 70 as marked
897,29,8/11/18,N,1,,103,CPIC,marginata,F,NA,NA,155,156,144,53,490,1,N,572,572,Y,N,N,damage to lower right marginals
898,29,8/11/18,N,2,,104,CPIC,marginata,M,NA,NA,123,124,113,39,225,0,R,491,491,Y,N,N,tail damage
899,30,8/11/18,N,2,,104,CPIC,marginata,F,NA,NA,154,155,141,52,435,3,N,560,560,Y,N,N,
900,30,8/11/18,N,4,,106,CPIC,picta,M,NA,NA,128,129,116,41,240,0,R,522,522,Y,N,N,
901,30,8/11/18,N,4,,106,CPIC,marginata,F,NA,NA,142,143,131,48,405,0,N,550,550,,N,N,
902,30,8/11/18,N,5,,107,CSER,NA,M,132,148,374,385,279,145,12320,0,N,840,840,Y,N,N,
903,30,8/11/18,N,5,,107,CPIC,marginata,F,NA,NA,141,142,130,46,360,0,R,611,611,Y,N,N,
904,30,8/11/18,N,5,,107,CPIC,marginata,F,NA,NA,158,158,146,56,490,0,R,670,670,Y,N,N,tail damage
905,30,8/11/18,N,5,,107,CPIC,marginata,M,NA,NA,130,131,119,43,260,0,R,624,624,Y,N,N,
906,30,8/11/18,N,5,,107,CPIC,marginata,M,NA,NA,109,110,100,36,165,0,N,577,577,Y,N,N,
907,30,8/11/18,N,5,,107,CPIC,marginata,F,NA,NA,111,111,105,38,195,0,N,524,524,Y,N,N,
908,30,8/11/18,N,5,,107,CPIC,marginata,M,NA,NA,128,129,116,40,220,1,N,299,299,Y,N,N,damage to 400 and 700
909,30,8/11/18,N,5,,107,CPIC,marginata,M,NA,NA,125,127,120,42,245,0,N,580,580,Y,N,N,
910,30,8/11/18,N,5,,107,CPIC,marginata,F,NA,NA,145,146,134,52,395,18,N,532,532,Y,N,N,
911,30,8/11/18,N,5,,107,CPIC,marginata,M,NA,NA,127,129,114,39,235,0,N,508,508,Y,N,N,
912,30,8/11/18,N,5,,107,CPIC,picta,F,NA,NA,140,141,133,48,315,5,N,531,531,Y,N,N,alternate seams
913,30,8/11/18,N,5,,107,CPIC,marginata,F,NA,NA,143,144,133,50,370,1,N,533,533,Y,N,N,
914,30,8/11/18,N,5,,107,CPIC,marginata,F,NA,NA,156,156,146,56,470,1,N,534,534,Y,N,N,
915,30,8/11/18,N,5,,107,CPIC,marginata,F,NA,NA,148,149,138,54,420,5,N,535,535,Y,N,N,forehead damage
916,30,8/11/18,N,5,,107,CPIC,marginata,M,NA,NA,150,152,134,40,365,0,N,711,711,Y,N,N,carapace seams offline - unsymetrical; very faint plastron blotch; damage to 200 and 400
917,30,8/11/18,N,5,,107,CPIC,marginata,F,NA,NA,130,131,120,48,280,1,N,536,536,Y,N,N,tail damage
918,30,8/11/18,N,5,,107,CPIC,marginata,F,NA,NA,138,139,133,57,345,0,N,545,545,Y,N,N,humped carapace
919,30,8/11/18,N,5,,107,CPIC,marginata,M,NA,NA,136,137,125,39,270,0,N,513,513,Y,N,N,
920,30,8/11/18,N,5,,107,PRUB,NA,M,NA,NA,213,216,192,69,995,0,N,83,83,Y,N,N,
921,30,8/11/18,N,5,,107,PRUB,NA,M,NA,NA,222,224,192,73,1210,0,N,9,9,Y,N,N,
922,30,8/11/18,N,5,,107,PRUB,NA,F,NA,NA,245,250,231,84,1770,1,N,15,15,Y,N,N,
923,30,8/11/18,N,5,,107,PRUB,NA,M,NA,NA,279,282,255,89,2040,0,N,19,19,Y,N,N,
924,30,8/11/18,N,6,,108,CPIC,marginata,M,NA,NA,128,130,113,42,270,1,R,642,642,Y,N,N,left front foot gone
925,30,8/11/18,N,6,,108,PRUB,NA,M,NA,NA,254,261,233,88,2040,0,R,211,211,Y,N,N,
926,30,8/11/18,N,6,,108,PRUB,NA,M,NA,NA,197,201,182,69,830,0,N,46,46,Y,N,N,damage to 20
927,30,8/11/18,N,6,,108,PRUB,NA,F,NA,NA,249,250,235,84,1750,0,N,27,27,Y,N,N,
928,30,8/11/18,N,6,,108,PRUB,NA,M,NA,NA,282,285,248,104,2620,0,N,29,29,Y,N,N,
929,30,8/11/18,N,7,,109,SODO,NA,F,NA,NA,95,95,73,36,140,8,N,13,13,Y,N,N,
930,30,8/11/18,N,7,,109,CPIC,marginata,F,NA,NA,131,131,125,49,340,0,N,515,515,Y,N,N,
931,30,8/11/18,N,7,,109,CPIC,marginata,M,NA,NA,122,124,113,43,250,8,N,516,516,Y,N,N,
932,31,8/11/18,N,7,,109,PRUB,NA,M,NA,NA,217,221,195,72,1140,2,R,250,250,Y,N,N,
933,31,8/11/18,N,7,,109,PRUB,NA,M,NA,NA,272,276,237,90,1980,0,R,210,210,Y,N,N,
934,31,8/11/18,N,7,,109,PRUB,NA,M,NA,NA,237,242,220,81,1470,0,N,33,33,Y,N,N,
935,31,8/11/18,N,7,,109,PRUB,NA,M,NA,NA,256,259,234,84,1730,0,N,38,38,Y,N,N,
936,31,8/11/18,N,8,,110,CPIC,marginata,M,NA,NA,113,113,108,36,180,1,R,162,162,Y,N,N,right foot damage
937,31,8/11/18,N,8,,110,CPIC,marginata,M,NA,NA,115,115,109,38,180,0,R,600,600,Y,N,N,
938,31,8/11/18,N,8,,110,CPIC,marginata,M,NA,NA,115,115,105,37,200,0,N,527,527,Y,N,N,
939,31,8/11/18,N,8,,110,CPIC,marginata,M,NA,NA,102,102,95,33,130,0,N,517,517,Y,N,N,
940,31,8/11/18,N,8,,110,CPIC,marginata,U,NA,NA,67,67,63,26,50,0,N,730,730,Y,N,N,~ 2 years old; short nais; cloaca not past carapace
941,31,8/11/18,N,8,,110,CPIC,marginata,M,NA,NA,96,96,87,32,110,1,N,707,707,Y,N,N,dent in right side of carapace
942,31,8/11/18,N,8,,110,CPIC,marginata,M,NA,NA,130,131,121,42,245,0,N,741,741,Y,N,N,damage to 1000
943,31,8/11/18,N,8,,110,CPIC,marginata,M,NA,NA,134,136,121,42,300,4,N,714,714,Y,N,N,damage to front right foot
944,31,8/11/18,N,8,,110,CPIC,picta,M,NA,NA,120,120,114,40,220,0,N,705,705,Y,N,N,alternate seams; dark spot on left anal scute
945,31,8/11/18,N,8,,110,CPIC,picta,F,NA,NA,139,139,130,50,355,0,N,722,722,Y,N,N,alternate seams
946,31,8/11/18,N,8,,110,CPIC,marginata,M,NA,NA,134,137,126,45,300,0,N,724,724,Y,N,N,
947,31,8/11/18,N,8,,110,CPIC,marginata,F,NA,NA,146,146,141,56,440,0,N,744,744,Y,N,N,
948,31,8/11/18,N,8,,110,CPIC,marginata,F,NA,NA,151,151,140,50,440,1,N,605,605,Y,N,N,
949,31,8/11/18,N,9,,111,CPIC,marginata,M,NA,NA,122,123,113,38,210,0,N,712,712,Y,N,N,
950,31,8/11/18,N,9,,111,CPIC,marginata,M,NA,NA,129,131,120,44,250,0,N,742,742,Y,N,N,
951,31,8/11/18,N,9,,111,CPIC,marginata,M,NA,NA,126,127,116,41,230,1,N,645,645,Y,N,N,sore on leg
952,31,8/11/18,N,9,,111,CPIC,picta,M,NA,NA,148,152,130,45,335,NA,N,680,680,Y,N,N,alternate seams
953,31,8/11/18,N,9,,111,CPIC,marginata,M,NA,NA,126,127,116,39,230,NA,N,650,650,Y,N,N,
954,31,8/11/18,N,9,,111,CPIC,marginata,M,NA,NA,125,128,112,40,220,NA,N,660,660,Y,N,N,
955,31,8/11/18,N,9,,111,PRUB,NA,F,NA,NA,265,268,250,90,2240,NA,N,26,26,Y,N,N,
956,31,8/11/18,N,9,,111,PRUB,NA,M,NA,NA,240,242,215,80,1540,NA,N,77,77,Y,N,N,mottled red and black carapace
957,31,8/11/18,N,9,,111,PRUB,NA,F,NA,NA,265,268,249,92,2070,NA,N,301,301,Y,N,N,dent on back of carapace
958,31,8/11/18,N,9,,111,PRUB,NA,M,NA,NA,216,216,196,70,1060,NA,N,84,84,Y,N,N,
959,31,8/11/18,N,10,,112,CPIC,marginata,M,NA,NA,127,127,118,43,260,NA,N,804,804,Y,N,N,
960,31,8/11/18,N,10,,112,CPIC,marginata,M,NA,NA,123,124,113,39,230,NA,N,802,802,Y,N,N,
961,31,8/11/18,N,10,,112,CPIC,marginata,M,NA,NA,135,136,120,42,300,NA,N,690,690,Y,N,N,
962,31,8/11/18,N,10,,112,PRUB,NA,M,NA,NA,266,268,230,97,1980,NA,N,304,304,Y,N,N,
963,31,8/11/18,N,10,,112,PRUB,NA,M,NA,NA,223,225,207,69,1160,NA,N,302,302,Y,N,N,
964,32,16-08-2018,O,10,,122,CPIC,marginata,M,NA,NA,120,121,111,41,210,0,N,706,706,Y,N,N,13 marginals (skip 2 scutes before 10 and 100); wrong trap # in pics
965,32,16-08-2018,O,10,,122,CPIC,marginata,F,NA,NA,95,95,86,35,130,0,N,708,708,Y,N,N,wrong trap # in pics
966,32,16-08-2018,O,10,,122,CPIC,marginata,F,NA,NA,115,115,106,44,260,0,N,727,727,Y,N,N,wrong trap # in pics
967,32,16-08-2018,O,9,,121,CSER,NA,M,125,132,355,376,255,140,10370,0,N,850,850,Y,N,N,wrong trap # in pics
968,32,16-08-2018,O,9,,121,CPIC,picta,F,NA,NA,124,125,115,43,250,2,N,647,647,Y,N,N,alternate seams; 1st pic with wrong trap #; damage to 10 and 20
969,32,16-08-2018,O,9,,121,CPIC,marginata,F,NA,NA,151,153,140,56,430,0,N,717,717,Y,N,N,
970,32,16-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,109,109,101,38,175,0,N,648,648,Y,N,N,1st pic with wrong trap #
971,32,16-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,130,131,122,44,260,1,N,651,651,Y,N,N,
972,32,16-08-2018,O,9,,121,CPIC,marginata,F,NA,NA,159,160,151,57,500,1,N,646,646,Y,N,N,
973,32,16-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,115,116,108,40,195,0,N,671,671,Y,N,N,
974,32,16-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,114,115,105,36,185,0,N,672,672,Y,N,N,damage to left top plastron
975,32,16-08-2018,O,9,,121,CPIC,marginata,F,NA,NA,150,150,135,56,380,2,N,674,674,Y,N,N,
976,32,16-08-2018,O,9,,121,CPIC,picta,M,NA,NA,116,118,107,37,195,0,N,677,677,Y,N,N,alternate seams
977,32,16-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,127,128,116,47,240,0,N,723,723,Y,N,N,
978,32,16-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,97,98,92,32,125,0,N,725,725,Y,N,N,
979,32,16-08-2018,O,9,,121,CPIC,marginata,F,NA,NA,138,138,126,48,350,0,N,716,716,Y,N,N,
980,32,16-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,115,116,104,39,185,0,N,715,715,Y,N,N,damage to 400
981,32,16-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,127,130,119,44,250,0,N,726,726,Y,N,N,
982,32,16-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,103,104,98,34,150,0,N,709,709,Y,N,N,
983,32,16-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,132,134,114,41,280,0,N,751,751,Y,N,N,damage to top left plastron
984,32,16-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,132,134,121,50,275,0,N,750,750,Y,N,N,1st pic with wrong code (726)
985,32,16-08-2018,O,9,,121,PRUB,NA,M,NA,NA,265,272,237,95,2360,1,N,203,203,Y,N,N,
986,32,16-08-2018,O,9,,121,SODO,NA,M,NA,NA,102,102,68,36,140,2,N,45,45,Y,N,N,
987,32,16-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,110,110,100,33,145,0,N,608,608,Y,N,N,
988,32,16-08-2018,O,8,,120,CPIC,marginata,F,NA,NA,147,148,138,51,420,1,N,609,609,Y,N,N,
989,32,16-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,114,115,103,37,185,0,N,613,613,Y,N,N,
990,32,16-08-2018,O,8,,120,CPIC,marginata,F,NA,NA,150,150,142,52,440,7,N,581,581,Y,N,N,
991,32,16-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,111,112,101,38,180,0,N,582,582,Y,N,N,missing all but 1 nail left front foot
992,33,16-08-2018,O,8,,120,PRUB,NA,M,NA,NA,278,278,245,95,2310,0,N,66,66,Y,N,N,
993,33,16-08-2018,O,8,,120,CPIC,marginata,F,NA,NA,144,145,140,55,430,5,N,546,546,Y,N,N,plastron blotch faint
994,33,16-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,130,131,116,45,235,1,N,573,573,Y,N,N,
995,33,16-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,113,114,104,35,160,0,N,547,547,Y,N,N,
996,33,16-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,127,128,116,42,235,2,N,551,551,Y,N,N,
997,33,16-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,123,124,111,39,230,1,N,543,543,Y,N,N,
998,33,16-08-2018,O,8,,120,CPIC,picta,M,NA,NA,122,125,115,41,235,2,N,526,526,Y,N,N,alternate seams
999,33,16-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,124,125,117,40,235,1,N,537,537,Y,N,N,
1000,33,16-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,131,135,118,45,245,0,N,603,603,Y,N,N,
1001,33,16-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,121,126,117,43,240,0,N,1306,1306,Y,N,N,damage left front foot; 1st pic wrong ID (606)
1002,33,16-08-2018,O,8,,120,CPIC,marginata,F,NA,NA,155,155,145,52,435,0,N,575,575,Y,N,N,
1003,33,16-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,131,132,120,42,240,0,N,576,576,Y,N,N,
1004,33,16-08-2018,O,8,,120,SODO,NA,F,NA,NA,93,93,69,35,125,1,N,28,28,Y,N,N,
1005,33,16-08-2018,O,8,,120,SODO,NA,F,NA,NA,101,102,76,39,150,2,N,29,29,Y,N,N,
1006,33,16-08-2018,O,7,,119,CPIC,marginata,M,NA,NA,132,133,116,42,260,2,N,509,509,Y,N,N,
1007,33,16-08-2018,O,5,,117,CSER,NA,M,100,112,300,309,223,110,810,1,N,860,860,Y,N,N,
1008,33,16-08-2018,O,5,,117,CSER,NA,M,132,149,365,382,279,148,11770,1,N,870,870,Y,N,N,holes in top of carapace - both sides
1009,33,16-08-2018,O,5,,117,CPIC,marginata,M,NA,NA,117,117,105,39,200,0,N,493,493,Y,N,N,
1010,33,16-08-2018,O,5,,117,CPIC,marginata,M,NA,NA,113,114,102,35,150,1,N,497,497,Y,N,N,no claws on back left
1011,33,16-08-2018,O,5,,117,CPIC,marginata,M,NA,NA,128,130,120,43,270,0,N,554,554,Y,N,N,missing 1 claw front left
1012,33,16-08-2018,O,5,,117,CPIC,marginata,F,NA,NA,140,140,130,47,330,2,N,552,552,Y,N,N,
1013,33,16-08-2018,O,5,,117,CPIC,marginata,F,NA,NA,134,134,127,47,320,0,N,561,561,Y,N,N,
1014,33,16-08-2018,O,4,,116,CPIC,marginata,M,NA,NA,131,132,115,37,230,1,N,621,621,Y,N,N,
1015,33,16-08-2018,O,4,,116,CPIC,marginata,M,NA,NA,129,130,118,39,250,1,N,616,616,Y,N,N,damage to lower right carapace
1016,33,16-08-2018,O,4,,116,CPIC,marginata,M,NA,NA,125,126,115,39,220,0,N,615,615,Y,N,N,potential sore on right bridge
1017,33,16-08-2018,O,4,,116,CPIC,marginata,M,NA,NA,151,151,137,55,430,1,N,617,617,Y,N,N,
1018,33,16-08-2018,O,4,,116,CPIC,marginata,F,NA,NA,130,133,120,45,300,1,N,618,618,,N,N,
1019,33,16-08-2018,O,3,,115,CPIC,marginata,F,NA,NA,146,147,135,51,380,0,N,625,625,,N,N,
1020,34,16-08-2018,O,3,,115,SODO,NA,M,NA,NA,101,102,67,37,150,1,N,91,91,Y,N,N,
1021,34,16-08-2018,O,4,,116,CPIC,marginata,M,NA,NA,123,124,117,41,235,1,N,627,627,,N,N,
1022,34,16-08-2018,O,2,,114,CPIC,marginata,M,NA,NA,125,125,123,49,200,0,N,495,495,,N,N,
1023,34,16-08-2018,O,2,,114,CPIC,marginata,M,NA,NA,95,95,89,41,80,0,N,591,591,,N,N,
1024,34,16-08-2018,O,2,,114,CPIC,marginata,M,NA,NA,116,116,106,38,180,4,N,595,595,,N,N,
1025,34,16-08-2018,O,2,,114,SODO,NA,F,NA,NA,95,95,72,38,135,2,N,108,108,Y,N,N,
1026,34,16-08-2018,O,1,,113,CSER,NA,F,103,84,312,319,225,128,6440,7,N,880,880,Y,N,N,mark 700 cracked
1027,34,16-08-2018,O,1,,113,CSER,NA,M,118,139,331,340,240,133,8190,15,N,890,890,Y,N,N,scar on lower right plastron
1028,34,16-08-2018,O,1,,113,CPIC,marginata,M,NA,NA,120,122,111,40,200,1,N,623,623,Y,N,N,
1029,34,16-08-2018,O,1,,113,CPIC,marginata,M,NA,NA,125,126,113,39,210,0,N,564,564,Y,N,N,
1030,34,16-08-2018,O,1,,113,CPIC,picta,F,NA,NA,152,152,143,50,460,0,N,590,590,Y,N,N,alternate seams
1031,34,16-08-2018,O,1,,113,CPIC,marginata,M,NA,NA,126,130,113,41,240,0,N,592,592,Y,N,N,
1032,34,16-08-2018,O,1,,113,CPIC,marginata,M,NA,NA,124,125,114,40,225,0,N,562,562,Y,N,N,
1033,34,16-08-2018,O,1,,113,CPIC,marginata,F,NA,NA,146,146,135,51,400,0,N,631,631,Y,N,N,face damage
1034,34,16-08-2018,O,1,,113,CPIC,marginata,M,NA,NA,124,128,113,40,220,1,N,761,761,Y,N,N,
1035,34,16-08-2018,O,1,,113,CPIC,picta,F,NA,NA,143,145,138,52,380,0,N,762,762,Y,N,N,alternate seams; damage to most rear right marginal scute
1036,34,17-08-2018,O,10,,122,SODO,NA,F,NA,NA,85,85,67,36,110,1,N,49,49,Y,Y,Y,
1037,34,17-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,93,93,86,32,110,0,N,911,911,Y,Y,Y,
1038,34,17-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,79,81,72,29,75,0,N,912,912,Y,N,N,young; alternate seams
1039,34,17-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,116,117,105,39,190,0,N,841,841,Y,Y,Y,damage to right lower edge of carapace
1040,34,17-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,129,132,119,41,280,1,N,850,850,Y,Y,Y,
1041,34,17-08-2018,O,8,,120,CPIC,marginata,F,NA,NA,147,147,137,53,440,0,N,914,914,Y,Y,Y,scute 20 is narrow
1042,34,17-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,131,132,126,41,240,0,N,917,917,Y,Y,Y,
1043,34,17-08-2018,O,8,,120,CPIC,marginata,F,NA,NA,148,150,138,53,420,0,R,609,609,Y,Y,Y,
1044,34,17-08-2018,O,8,,120,PRUB,NA,F,NA,NA,256,259,242,89,1960,1,N,113,113,Y,Y,Y,
1045,34,17-08-2018,O,8,,120,PRUB,NA,M,NA,NA,289,294,252,98,2390,3,N,115,115,Y,N,N,almost nothing in blood vial -- difficult to extract
1046,34,17-08-2018,O,7,,119,CPIC,marginata,M,NA,NA,134,137,121,42,265,0,R,750,750,Y,N,N,
1047,34,17-08-2018,O,7,,119,CPIC,marginata,M,NA,NA,128,130,120,43,265,0,R,554,554,Y,N,N,
1048,35,17-08-2018,O,7,,119,CPIC,marginata,F,NA,NA,128,129,123,44,270,1,N,905,905,Y,N,N,major damage right rear carapace
1049,35,17-08-2018,O,6,,118,CPIC,marginata,M,NA,NA,112,113,101,35,170,2,R,497,497,Y,N,N,rear left foot gone; mark 20 nicked
1050,35,17-08-2018,O,6,,118,CPIC,marginata,F,NA,NA,149,151,138,51,430,10,N,906,906,Y,N,N,
1051,35,17-08-2018,O,2,,114,CPIC,marginata,F,NA,NA,146,147,135,50,355,0,R,625,625,Y,N,N,
1052,35,17-08-2018,O,2,,114,CPIC,marginata,U,NA,NA,60,60,54,24,35,0,N,1420,1420,Y,N,N,tiny!!
1053,35,17-08-2018,O,2,,114,SODO,NA,F,NA,NA,98,99,71,38,150,3,N,92,92,Y,N,N,
1054,35,18-08-2018,O,10,,122,CPIC,marginata,M,NA,NA,105,106,99,37,155,0,N,713,713,Y,Y,Y,damage to 1000 and 2000
1055,35,18-08-2018,O,10,,122,CPIC,marginata,F,NA,NA,153,153,148,54,455,1,N,743,743,Y,Y,Y,
1056,35,18-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,130,134,120,45,295,3,R,617,617,Y,N,N,
1057,35,18-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,130,130,113,40,235,0,R,592,592,Y,Y,Y,
1058,35,18-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,121,121,111,39,230,0,R,706,706,Y,N,N,13 marginal scutes on each side; small hole in 700; sore on right bridge
1059,35,18-08-2018,O,8,,120,CPIC,marginata,F,NA,NA,145,147,139,53,425,6,R,546,546,Y,N,N,tail damage; deformed left jaw?
1060,35,18-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,130,132,122,42,265,1,R,651,651,Y,N,N,
1061,35,18-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,104,104,95,35,145,2,N,745,745,Y,N,N,
1062,35,18-08-2018,O,8,,120,CPIC,picta,M,NA,NA,115,116,104,35,175,1,N,746,746,Y,Y,Y,alternate seams
1063,35,18-08-2018,O,8,,120,CPIC,marginata,F,NA,NA,128,129,123,46,310,0,N,747,747,Y,N,N,scar on top right pleural scute
1064,35,18-08-2018,O,8,,120,PRUB,NA,M,NA,NA,164,167,154,57,535,0,N,57,57,Y,Y,Y,
1065,35,18-08-2018,O,8,,120,PRUB,NA,F,NA,NA,243,247,225,80,1540,2,N,4000,4000,Y,Y,Y,13 marginal scutes on each side
1066,35,18-08-2018,O,8,,120,PRUB,NA,M,NA,NA,290,295,262,103,2780,2,N,340,340,Y,Y,Y,extra scute at rear of carapace
1067,35,18-08-2018,O,7,,119,CPIC,marginata,M,NA,NA,128,129,116,41,240,3,R,551,551,Y,N,N,tail damage
1068,35,18-08-2018,O,7,,119,CPIC,marginata,M,NA,NA,133,135,119,42,265,0,R,603,603,Y,N,N,scar on left pectoral
1069,35,18-08-2018,O,7,,119,CPIC,marginata,M,NA,NA,124,125,112,39,210,0,N,970,970,Y,N,N,damage to 7000
1070,35,18-08-2018,O,7,,119,CPIC,marginata,F,NA,NA,144,145,137,52,375,1,N,940,940,Y,N,N,
